User,Tweets Ago,Date,Compound,Positive,Negative,Neutral,Tweet Text
CBSNews,25,Sun Nov 05 22:39:01 +0000 2017,0.0,0.0,0.0,1.0,"""This guy came in around 11:15 a.m. and started shooting everybody in the church,” AG @KenPaxtonTX said on CBSN.… https://t.co/PtCWa0ZE3K"
CBSNews,26,Sun Nov 05 22:35:31 +0000 2017,0.0,0.0,0.0,1.0,"Sen. Richard Blumenthal says ""enough is enough"" after church shooting in Sutherland Springs, Texas:… https://t.co/n6zBK9aFUG"
CBSNews,27,Sun Nov 05 22:15:02 +0000 2017,-0.6705,0.0,0.2,0.8,"14-year-old daughter of First Baptist Church's pastor is among those killed in Texas shooting, mother tells CBS New… https://t.co/1UmCov9mQu"
CBSNews,28,Sun Nov 05 22:02:35 +0000 2017,-0.6705,0.0,0.2,0.8,JUST IN: Law enforcement official tells Associated Press that more than 20 people were killed in Texas shooting… https://t.co/ylsuZFKtzD
CBSNews,29,Sun Nov 05 21:58:06 +0000 2017,0.0,0.0,0.0,1.0,"""It's one of those things you don't expect to happen in small-town America,"" @HenryRamosTV says of Texas church sho… https://t.co/PXLFIxjws9"
CBSNews,30,Sun Nov 05 21:37:43 +0000 2017,0.6369,0.245,0.0,0.755,"""We stand ready to help Wilson County in any way we can,"" Attorney General @KenPaxtonTX says https://t.co/9tZPX0Mduz https://t.co/1qGoKTwYgB"
CBSNews,31,Sun Nov 05 21:36:01 +0000 2017,0.0,0.0,0.0,1.0,"""It's a small area with not a lot of law enforcement,"" @KenPaxtonTX says, adding that he expects updates soon… https://t.co/kZQh7Bao8w"
CBSNews,32,Sun Nov 05 21:33:08 +0000 2017,0.1154,0.062,0.0,0.938,"At least 15 people were shot, but that number is expected to be higher, official says. Here's what we know so far:… https://t.co/1oqt8IYocX"
CBSNews,33,Sun Nov 05 21:12:30 +0000 2017,0.0,0.0,0.0,1.0,"JUST IN: Gunman in Sutherland Springs church shooting is deceased, law enforcement official confirms to CBS News… https://t.co/SHl5n1a2CK"
CBSNews,34,Sun Nov 05 21:06:35 +0000 2017,-0.5994,0.0,0.196,0.804,"CBS affiliate @KENS5 reports that it confirmed there have been ""multiple casualties &amp; fatalities"" including childre… https://t.co/dtQ0NkAGTC"
CBSNews,35,Sun Nov 05 20:46:31 +0000 2017,-0.4767,0.0,0.162,0.838,"""Keeping all harmed in Sutherland Springs in our prayers,"" Senator @tedcruz tweets after Texas church shooting.… https://t.co/ECpfWIly9p"
CBSNews,36,Sun Nov 05 20:27:32 +0000 2017,0.0,0.0,0.0,1.0,"House Speaker @SpeakerRyan sends his prayers after shooting at Sutherland Springs, Texas church.… https://t.co/tIBMD1NCAL"
CBSNews,37,Sun Nov 05 20:25:01 +0000 2017,0.0,0.0,0.0,1.0,"JUST IN: At least 15 people shot in Sutherland Springs church shooting, law enforcement official tells CBS News… https://t.co/XUkHKBO9Jw"
CBSNews,38,Sun Nov 05 20:14:51 +0000 2017,0.3612,0.122,0.0,0.878,"""We do know there was a pursuit. It seems like it was a vehicle pursuit,"" CBS News' Pat Milton says… https://t.co/QcVbhNatVm"
CBSNews,39,Sun Nov 05 20:12:02 +0000 2017,0.0,0.0,0.0,1.0,".@POTUS tweets he is ""monitoring situation from Japan"" after shooting at Texas church that left multiple dead… https://t.co/KHZ3xjxBi3"
CBSNews,40,Sun Nov 05 20:10:01 +0000 2017,-0.296,0.0,0.121,0.879,"JUST IN: Sutherland Springs, Texas, church shooting suspect is down after a pursuit, sources tell CBS News… https://t.co/pV08GWfuYn"
CBSNews,41,Sun Nov 05 20:03:16 +0000 2017,-0.5256,0.0,0.159,0.841,"""It's a really sad deal. I can't even describe it. We can't even see inside the church,"" Wilson County Commissioner… https://t.co/RUPsKmyicQ"
CBSNews,42,Sun Nov 05 19:55:01 +0000 2017,0.0,0.0,0.0,1.0,"Attorney General @KenPaxtonTX says ""thoughts and prayers of all Texans are with the people of Sutherland Springs"" a… https://t.co/lWMp9Qoe2l"
CBSNews,43,Sun Nov 05 19:54:19 +0000 2017,0.0,0.0,0.0,1.0,"Law enforcement believes the one shooter is down following shooting in Sutherland Springs, CBS News' Pat Milton say… https://t.co/XgSvduG7h5"
CBSNews,44,Sun Nov 05 19:49:19 +0000 2017,-0.6249,0.0,0.186,0.814,"Law enforcement officials confirm FBI crisis response team is on scene in Texas, CBS News' Pat Milton reports… https://t.co/m1xykCHFdj"
CBSNews,45,Sun Nov 05 19:36:58 +0000 2017,-0.5994,0.0,0.196,0.804,Wilson County sheriff tells local newspaper there are multiple casualties and fatalities in Texas church shooting… https://t.co/8jiPrgjK28
CBSNews,46,Sun Nov 05 19:33:01 +0000 2017,0.4019,0.13,0.0,0.87,.@ATFHQ says special agents from Houston and San Antonio are responding to shooting at church in Sutherland Springs… https://t.co/xLWbMYmo7U
CBSNews,47,Sun Nov 05 19:30:01 +0000 2017,-0.8176,0.0,0.306,0.694,"Gov. @GregAbbott_TX on reported church shooting: ""Our prayers are with all who were harmed by this evil act.""… https://t.co/tpnEQK0aO9"
CBSNews,48,Sun Nov 05 19:24:21 +0000 2017,0.0,0.0,0.0,1.0,"Witness tells CBS News she heard about 20 shots when gunfire reportedly erupted at church in Sutherland Springs, TX… https://t.co/nyRzwP2MVb"
CBSNews,49,Sun Nov 05 19:18:15 +0000 2017,0.4995,0.139,0.0,0.861,"“At first, didn't think anything of it. Next thing we know, there is police everywhere,” witness says of TX shootin… https://t.co/W3yebtIS4o"
CBSNews,50,Sun Nov 05 19:06:56 +0000 2017,-0.3182,0.0,0.126,0.874,Connally Memorial Medical Center confirms it received multiple victims related to reported shooting at Texas church… https://t.co/6aT3AUE0LC
CBSNews,51,Sun Nov 05 18:54:19 +0000 2017,0.0,0.0,0.0,1.0,MORE: Wilson County sheriff says there is a “situation” and first responders are on scene amid reports of shooting… https://t.co/K2OSKhBhMK
CBSNews,52,Sun Nov 05 18:48:28 +0000 2017,0.0,0.0,0.0,1.0,"DEVELOPING: Witnesses tell CBS affiliate @KENS5 several people have been shot at church in Sutherland Springs, Texa… https://t.co/vzdAtDfW2g"
CBSNews,53,Sun Nov 05 18:35:02 +0000 2017,0.0,0.0,0.0,1.0,White House statement on President Trump's call with Saudi Arabia's King Salman doesn't mention overnight arrests… https://t.co/lVtibbuCg5
CBSNews,54,Sun Nov 05 18:15:01 +0000 2017,0.5719,0.179,0.0,0.821,"Geoffrey Kamworor of Kenya wins men's New York City Marathon, holding off countryman Wilson Kipsang by 3 seconds:… https://t.co/wLVOlFebgg"
CBSNews,55,Sun Nov 05 17:55:01 +0000 2017,0.0,0.0,0.0,1.0,Paul Newman's 1968 Daytona Rolex sold for $17.8 million -- the highest price ever paid for a watch at auction… https://t.co/OpRWSDTvQn
CBSNews,56,Sun Nov 05 17:35:47 +0000 2017,0.6486,0.227,0.0,0.773,Japanese PM Shinzo Abe welcomed Pres. Trump with an effusive display of friendship that will give way to diplomacy:… https://t.co/eanZmNsF7b
CBSNews,57,Sun Nov 05 17:15:02 +0000 2017,0.5719,0.163,0.0,0.837,"Shalane Flanagan wins the New York City Marathon, the first American woman to finish in first place since 1977… https://t.co/Fn8PzUrdcf"
CBSNews,58,Sun Nov 05 17:00:46 +0000 2017,0.2732,0.11,0.0,0.89,"""It's going to create a whole new species of humans."" Meet a former NASA scientist turned biohacker. CBSN, Monday… https://t.co/2TnVSiWLt7"
CBSNews,59,Sun Nov 05 16:40:01 +0000 2017,0.0,0.0,0.0,1.0,"Sen. Mark Warner on future of Senate Intel's Russia probe: ""I think there's going to be more stories to be written.… https://t.co/ZbrO69hKuT"
CBSNews,60,Sun Nov 05 16:20:01 +0000 2017,0.0,0.0,0.0,1.0,"Ousted Catalan president Carles Puigdemont and 4 ex-regional ministers taken into custody, Brussels prosecutors say… https://t.co/hSN1Re1PNa"
CBSNews,61,Sun Nov 05 16:00:57 +0000 2017,0.4019,0.184,0.0,0.816,"RT @FaceTheNation: Sen. @MarkWarner: ""I don't believe the Democratic Party is corrupt."" https://t.co/FRNJGm5Y5H"
CBSNews,62,Sun Nov 05 16:00:02 +0000 2017,-0.7351,0.104,0.33,0.565,"Militants set off car bomb outside security headquarters in Yemen, killing 5 soldiers before storming compound:… https://t.co/BfZvZlnK6u"
CBSNews,63,Sun Nov 05 15:40:01 +0000 2017,0.0,0.0,0.0,1.0,The voice of the rock generation. @RollingStone magazine is marking its 50th anniversary with some big change… https://t.co/ZLnTlseK0W
CBSNews,64,Sun Nov 05 15:20:02 +0000 2017,-0.4767,0.0,0.162,0.838,A billionaire prince with extensive holdings in Western companies is reportedly among dozens arrested in Saudi swee… https://t.co/xs95n6xSIv
CBSNews,65,Sun Nov 05 15:00:02 +0000 2017,-0.6486,0.0,0.249,0.751,The New York City Marathon is underway just days after the deadly truck attack in lower Manhattan:… https://t.co/KwY3BM7iEI
CBSNews,66,Sun Nov 05 14:40:02 +0000 2017,0.0,0.0,0.0,1.0,Pres. Trump says he expects to meet with Russian Pres. Putin during his first official visit to Asia:… https://t.co/0rzxu1wKUT
CBSNews,67,Sun Nov 05 14:20:01 +0000 2017,0.0,0.0,0.0,1.0,"With a round of golf, a custom cap and a hamburger, Pres. Trump's first trip to Asia began with a taste of home:… https://t.co/tddYhJ62rz"
CBSNews,68,Sun Nov 05 14:03:05 +0000 2017,0.765,0.32,0.0,0.68,"Trump says ""a lot of justice"" needs to be fixed, after ""laughing stock"" remarks https://t.co/mzvUiwY28h https://t.co/KxpmpQih0S"
CBSNews,69,Sun Nov 05 13:48:05 +0000 2017,-0.3818,0.0,0.245,0.755,Soldier shot after fight outside Colorado bar https://t.co/41CLQVfp88 https://t.co/ziZ2DYj0YK
CBSNews,70,Sun Nov 05 13:33:05 +0000 2017,-0.2263,0.0,0.147,0.853,How Oregon's second-largest city disappeared in less than an hour https://t.co/eTKMYnHDJo https://t.co/pdtJc6N8Pk
CBSNews,71,Sun Nov 05 13:18:05 +0000 2017,0.0,0.0,0.0,1.0,House GOP quietly revises tax bill to tax income at higher rates over time https://t.co/w7sJrz9uDA https://t.co/mQcs6vwGhU
CBSNews,72,Sun Nov 05 13:03:05 +0000 2017,0.0,0.0,0.0,1.0,"Former U.S. prosecutors: Despite White House statements, Russia probe is just beginning https://t.co/PI8K6RhFU8 https://t.co/IFTE7LdEEc"
CBSNews,73,Sun Nov 05 12:48:05 +0000 2017,0.0,0.0,0.0,1.0,"Six weeks after Hurricane Maria, Puerto Rico is still mostly without electricity https://t.co/U9ovHN5Vgz https://t.co/N69kUvMDdr"
CBSNews,74,Sun Nov 05 12:33:05 +0000 2017,-0.6705,0.0,0.44,0.56,Woman charged with stealing nuns' renowned cheesecakes https://t.co/QHIwWyUgXA https://t.co/eKgeEaEioS
CBSNews,75,Sun Nov 05 12:18:06 +0000 2017,-0.6808,0.0,0.237,0.763,Police in North Carolina have charged a man they say used his ice cream truck to lure and assault children… https://t.co/nVWA2txLES
CBSNews,76,Sun Nov 05 12:03:05 +0000 2017,-0.296,0.0,0.18,0.82,GOP tax plan: 3 lessons for Trump in Reagan's cuts https://t.co/jlWD1OZvQW https://t.co/RSjVkX6IqC
CBSNews,77,Sun Nov 05 10:48:04 +0000 2017,0.6249,0.227,0.0,0.773,Scientists say they've found a mysterious chamber hidden deep inside Egypt's Great Pyramid of Giza… https://t.co/P2cBlh4L1h
CBSNews,78,Sun Nov 05 10:33:05 +0000 2017,-0.34,0.0,0.194,0.806,"In Washington state, distracted driving gets a rebrand as DUI-E https://t.co/3CFo3TeV96 https://t.co/Q5mzHdpDsY"
CBSNews,79,Sun Nov 05 10:18:08 +0000 2017,-0.765,0.0,0.28,0.72,"Sen. Rand Paul suffered minor injuries when a man allegedly assaulted him at his home in Kentucky, authorities say… https://t.co/KNQulJEG4e"
CBSNews,80,Sun Nov 05 10:03:05 +0000 2017,-0.0516,0.0,0.074,0.926,"For the first time, U.S. military conducts two airstrikes against ISIS fighters in Somalia https://t.co/jVeTrsSqgi https://t.co/F4MjUe86if"
CBSNews,81,Sun Nov 05 09:48:04 +0000 2017,0.5267,0.152,0.0,0.848,The Justice Department says the ACLU misled the U.S. over the timing of an undocumented teen's abortion in Texas… https://t.co/uqKnNp6fvo
CBSNews,82,Sun Nov 05 09:33:04 +0000 2017,0.0,0.0,0.0,1.0,Men bombard Pennsylvania gynecologist for medical marijuana https://t.co/dJhhu2K0L3 https://t.co/FaMHiHASra
CBSNews,83,Sun Nov 05 09:18:06 +0000 2017,0.0,0.0,0.0,1.0,"Donia Jessop, an ex-member of the FLDS, is running for mayor of a Utah town once defined by polygamy… https://t.co/8n9y2OT9r9"
CBSNews,84,Sun Nov 05 09:03:04 +0000 2017,-0.7717,0.05,0.286,0.664,Thousands of honey bees were killed when a semi truck crashed after avoiding a slow down on a freeway in California… https://t.co/UagZaSzgxe
CBSNews,85,Sun Nov 05 08:48:06 +0000 2017,-0.3818,0.121,0.236,0.643,Fourth employee dies following attempted North Carolina prison escape https://t.co/SJEHNwLlnd https://t.co/uhfcwOhAxu
CBSNews,86,Sun Nov 05 08:33:12 +0000 2017,-0.3612,0.0,0.143,0.857,President Trump raises doubt about Secretary of State Tillerson's fate ahead of crucial Asia trip… https://t.co/U7xN4c0Bse
CBSNews,87,Sun Nov 05 08:18:08 +0000 2017,0.0,0.0,0.0,1.0,"Ultra-high-end apartments in properties bearing Trump name underperform in NYC real estate market, study suggests… https://t.co/wbKVxl1WCQ"
CBSNews,88,Sun Nov 05 08:03:04 +0000 2017,-0.8176,0.0,0.405,0.595,"Cops: 70-year-old man attacked wife with hatchet, killed self with chainsaw https://t.co/MRjUA3Ryn9 https://t.co/m7aITBvnA4"
CBSNews,89,Sun Nov 05 07:48:05 +0000 2017,0.0,0.0,0.0,1.0,Netflix says it will not move forward with Kevin Spacey projects https://t.co/3BvngVIu4Z https://t.co/2iCqTn70xH
CBSNews,90,Sun Nov 05 07:33:06 +0000 2017,-0.2732,0.0,0.087,0.913,BMW is recalling more than 1 million cars and SUVs in two U.S. recalls due to the risk of fires under the hood… https://t.co/I0TB24VfPP
CBSNews,91,Sun Nov 05 07:18:05 +0000 2017,-0.3182,0.0,0.204,0.796,"Colorado Walmart shooting victims ID'd as grandparents, young dad https://t.co/Y4Ry2DRlz1"
CBSNews,92,Sun Nov 05 07:03:06 +0000 2017,0.7184,0.353,0.0,0.647,Iowa football's heartwarming tradition is a bright spot for children's hospital patients https://t.co/8eZPEVeONd https://t.co/4WgkLQRa4x
CBSNews,93,Sun Nov 05 06:48:05 +0000 2017,-0.2648,0.093,0.154,0.753,"New climate change report says humans are ""extremely likely"" to blame for warming https://t.co/MyqbldnfVj https://t.co/f0gJMZvLWM"
CBSNews,94,Sun Nov 05 06:33:05 +0000 2017,0.5106,0.18,0.0,0.82,"Former NFL player Ryan O'Callaghan to his younger self: ""You will soon feel free"" https://t.co/22AiNOB9yx https://t.co/HAiNdWNIyJ"
CBSNews,95,Sun Nov 05 06:18:05 +0000 2017,-0.3612,0.0,0.161,0.839,"Former Hillary Clinton campaign aide says rigged election claim is ""overstating"" things https://t.co/pm1FHKKpxN https://t.co/ZFgUIYm6tv"
CBSNews,96,Sun Nov 05 06:03:05 +0000 2017,0.4019,0.144,0.0,0.856,"""It's every man for himself,"" says source who is being examined by special counsel's office https://t.co/tqXf39IlWR https://t.co/4UDhfzlAYc"
CBSNews,97,Sun Nov 05 05:48:04 +0000 2017,-0.6124,0.0,0.333,0.667,Lebanese prime minister Saad Hariri resigns amid tensions with Hezbollah https://t.co/ypIVGU1BaS https://t.co/GZcuiRuROO
CBSNews,98,Sun Nov 05 05:33:04 +0000 2017,-0.6908,0.0,0.227,0.773,"""I was so afraid of him:"" Actress' rape claims against Harvey Weinstein investigated by NYPD https://t.co/PyxKT8fGRm https://t.co/Zi4T7Pbd2k"
CBSNews,99,Sun Nov 05 05:18:07 +0000 2017,0.6808,0.272,0.0,0.728,Special counsel Robert Mueller's team has scheduled an interview with White House communications director Hope Hick… https://t.co/lpSDBxVVrP
CBSNews,100,Sun Nov 05 05:03:06 +0000 2017,0.0,0.0,0.0,1.0,Puerto Rican evacuees fill Florida classroom -- and are taught by a fellow evacuee https://t.co/RnNHg5qgaw https://t.co/GjzYQQINLe
CNN,1,Sun Nov 05 23:24:11 +0000 2017,-0.6597,0.0,0.216,0.784,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/5OfEWlBEaw"
CNN,2,Sun Nov 05 23:09:05 +0000 2017,-0.8225,0.0,0.487,0.513,"ISIS claims responsibility for suicide attack in Yemen
https://t.co/wyBiKxFESm https://t.co/qYuUnxvQCh"
CNN,3,Sun Nov 05 22:54:06 +0000 2017,-0.6705,0.0,0.36,0.64,"Suicide bombers target mosque in Kirkuk, Iraq https://t.co/76y0E66C1J https://t.co/9EEzdWbYus"
CNN,4,Sun Nov 05 22:50:06 +0000 2017,-0.6705,0.0,0.191,0.809,The wife of First Baptist Church Pastor Frank Pomeroy says their teen daughter was killed in Texas church shooting… https://t.co/wLEuUNeEM2
CNN,5,Sun Nov 05 22:42:07 +0000 2017,-0.4215,0.0,0.237,0.763,British minister Damian Green denies computer pornography allegations https://t.co/cYV8znt9SG https://t.co/Iet4mk5JUE
CNN,6,Sun Nov 05 22:37:37 +0000 2017,-0.4767,0.0,0.147,0.853,"Paul Manafort has 3 US passports and traveled to Mexico, China and Ecuador with a phone registered under a fake name https://t.co/rtthkDJ6Bk"
CNN,7,Sun Nov 05 22:26:57 +0000 2017,-0.7783,0.0,0.312,0.688,"A gunman opened fire at First Baptist Church in Sutherland Springs, Texas, killing at least 20 people… https://t.co/Oox2vRZQfI"
CNN,8,Sun Nov 05 22:15:29 +0000 2017,0.25,0.18,0.122,0.698,"President Trump's approval rating hits historic low, according to Washington Post-ABC poll https://t.co/6qkh8fqW20 https://t.co/jZlFVAHSYX"
CNN,9,Sun Nov 05 22:01:52 +0000 2017,0.0,0.0,0.0,1.0,Reporter Ronan Farrow talks about the 'Weinstein effect' with @brianstelter on @ReliableSources… https://t.co/t6awLTF2mY
CNN,10,Sun Nov 05 21:49:13 +0000 2017,-0.4767,0.0,0.193,0.807,"A Utah nurse who was arrested for protecting her patient gets a $500,000 settlement https://t.co/4tsJk1FxiZ https://t.co/aGnzFMdqj3"
CNN,11,Sun Nov 05 21:26:31 +0000 2017,-0.6705,0.0,0.2,0.8,"At least 20 people killed in a church shooting in Sutherland Springs, Texas, according to the Wilson County sheriff… https://t.co/tEnLYavRA5"
CNN,12,Sun Nov 05 21:09:59 +0000 2017,0.0,0.0,0.0,1.0,"University Hospital in San Antonio is treating 8 patients from the Sutherland Springs church shooting, says hospita… https://t.co/4LG8ZXgbhx"
CNN,13,Sun Nov 05 20:39:23 +0000 2017,0.0,0.0,0.0,1.0,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht
CNN,14,Sun Nov 05 20:32:26 +0000 2017,-0.3818,0.0,0.157,0.843,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
CNN,15,Sun Nov 05 20:31:34 +0000 2017,-0.8225,0.0,0.487,0.513,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ
CNN,16,Sun Nov 05 20:28:24 +0000 2017,-0.3818,0.0,0.167,0.833,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
CNN,17,Sun Nov 05 20:15:57 +0000 2017,-0.1655,0.0,0.093,0.907,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT"
CNN,18,Sun Nov 05 20:13:59 +0000 2017,0.4019,0.172,0.0,0.828,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB"
CNN,19,Sun Nov 05 20:10:10 +0000 2017,-0.7579,0.0,0.302,0.698,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6"
CNN,20,Sun Nov 05 20:03:04 +0000 2017,-0.5106,0.112,0.26,0.628,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm"
CNN,21,Sun Nov 05 23:24:11 +0000 2017,-0.6597,0.0,0.216,0.784,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/5OfEWlBEaw"
CNN,22,Sun Nov 05 23:09:05 +0000 2017,-0.8225,0.0,0.487,0.513,"ISIS claims responsibility for suicide attack in Yemen
https://t.co/wyBiKxFESm https://t.co/qYuUnxvQCh"
CNN,23,Sun Nov 05 22:54:06 +0000 2017,-0.6705,0.0,0.36,0.64,"Suicide bombers target mosque in Kirkuk, Iraq https://t.co/76y0E66C1J https://t.co/9EEzdWbYus"
CNN,24,Sun Nov 05 22:50:06 +0000 2017,-0.6705,0.0,0.191,0.809,The wife of First Baptist Church Pastor Frank Pomeroy says their teen daughter was killed in Texas church shooting… https://t.co/wLEuUNeEM2
CNN,25,Sun Nov 05 22:42:07 +0000 2017,-0.4215,0.0,0.237,0.763,British minister Damian Green denies computer pornography allegations https://t.co/cYV8znt9SG https://t.co/Iet4mk5JUE
CNN,26,Sun Nov 05 22:37:37 +0000 2017,-0.4767,0.0,0.147,0.853,"Paul Manafort has 3 US passports and traveled to Mexico, China and Ecuador with a phone registered under a fake name https://t.co/rtthkDJ6Bk"
CNN,27,Sun Nov 05 22:26:57 +0000 2017,-0.7783,0.0,0.312,0.688,"A gunman opened fire at First Baptist Church in Sutherland Springs, Texas, killing at least 20 people… https://t.co/Oox2vRZQfI"
CNN,28,Sun Nov 05 22:15:29 +0000 2017,0.25,0.18,0.122,0.698,"President Trump's approval rating hits historic low, according to Washington Post-ABC poll https://t.co/6qkh8fqW20 https://t.co/jZlFVAHSYX"
CNN,29,Sun Nov 05 22:01:52 +0000 2017,0.0,0.0,0.0,1.0,Reporter Ronan Farrow talks about the 'Weinstein effect' with @brianstelter on @ReliableSources… https://t.co/t6awLTF2mY
CNN,30,Sun Nov 05 21:49:13 +0000 2017,-0.4767,0.0,0.193,0.807,"A Utah nurse who was arrested for protecting her patient gets a $500,000 settlement https://t.co/4tsJk1FxiZ https://t.co/aGnzFMdqj3"
CNN,31,Sun Nov 05 21:26:31 +0000 2017,-0.6705,0.0,0.2,0.8,"At least 20 people killed in a church shooting in Sutherland Springs, Texas, according to the Wilson County sheriff… https://t.co/tEnLYavRA5"
CNN,32,Sun Nov 05 21:09:59 +0000 2017,0.0,0.0,0.0,1.0,"University Hospital in San Antonio is treating 8 patients from the Sutherland Springs church shooting, says hospita… https://t.co/4LG8ZXgbhx"
CNN,33,Sun Nov 05 20:39:23 +0000 2017,0.0,0.0,0.0,1.0,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht
CNN,34,Sun Nov 05 20:32:26 +0000 2017,-0.3818,0.0,0.157,0.843,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
CNN,35,Sun Nov 05 20:31:34 +0000 2017,-0.8225,0.0,0.487,0.513,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ
CNN,36,Sun Nov 05 20:28:24 +0000 2017,-0.3818,0.0,0.167,0.833,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
CNN,37,Sun Nov 05 20:15:57 +0000 2017,-0.1655,0.0,0.093,0.907,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT"
CNN,38,Sun Nov 05 20:13:59 +0000 2017,0.4019,0.172,0.0,0.828,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB"
CNN,39,Sun Nov 05 20:10:10 +0000 2017,-0.7579,0.0,0.302,0.698,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6"
CNN,40,Sun Nov 05 20:03:04 +0000 2017,-0.5106,0.112,0.26,0.628,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm"
CNN,41,Sun Nov 05 20:02:45 +0000 2017,0.0,0.0,0.0,1.0,Catalan ex-President turns himself in to Belgian authorities https://t.co/vGBLL2A481 https://t.co/ghTN0dIGJw
CNN,42,Sun Nov 05 19:58:37 +0000 2017,0.0,0.0,0.0,1.0,"House Minority Leader Nancy Pelosi: Must ""exhaust"" diplomatic options on North Korea
https://t.co/LNsBvUknTQ https://t.co/gKzSAd35cb"
CNN,43,Sun Nov 05 19:51:13 +0000 2017,0.0,0.0,0.0,1.0,"We're live in Sutherland Springs, Texas, over the scene of a reported shooting https://t.co/49AyTQsslP… https://t.co/w8qiqXkRUA"
