User,Tweets Ago,Date,Compound,Positive,Negative,Neutral,Tweet Text
CNN,44,Sun Nov 05 19:50:56 +0000 2017,0.0,0.0,0.0,1.0,Trump and Putin are set to meet and discuss North Korea https://t.co/h72BD4cUjd https://t.co/7yqxZK8vit
CNN,45,Sun Nov 05 19:43:18 +0000 2017,-0.5574,0.0,0.167,0.833,A witness at a gas station across from a Texas church said she heard 20 shots fired while a service was underway… https://t.co/vGZKfABodU
CNN,46,Sun Nov 05 19:43:12 +0000 2017,0.6124,0.375,0.0,0.625,"""Thor: Ragnarok"" is the 17th straight number one opening for Marvel https://t.co/IZ3SPgUSnW https://t.co/XpkmIiQRXW"
CNN,47,Sun Nov 05 19:39:11 +0000 2017,-0.6486,0.0,0.249,0.751,"County Sheriff says Sutherland Springs church gunman is dead, reports CNN's @kayleehartung https://t.co/ekxguNHIsH https://t.co/ZtfHBLc4PQ"
CNN,48,Sun Nov 05 19:38:18 +0000 2017,0.0,0.0,0.0,1.0,"BREAKING: The FBI is responding to the scene of a shooting outside San Antonio, Texas
https://t.co/ekxguNHIsH https://t.co/vRV1GzHgVx"
CNN,49,Sun Nov 05 19:35:39 +0000 2017,0.0,0.0,0.0,1.0,"Gonorrhea rates in Australia are up 63% in 5 years, data shows https://t.co/dsVnWfRKFk https://t.co/UtRgz5r04t"
CNN,50,Sun Nov 05 19:23:58 +0000 2017,-0.4767,0.0,0.256,0.744,Billionaire Prince Alwaleed arrested in Saudi anti-corruption drive https://t.co/U6aJ7NPR7O https://t.co/pimIM00oeh
CNN,51,Sun Nov 05 19:12:21 +0000 2017,0.8225,0.352,0.0,0.648,"Shalane Flanagan wins NYC Marathon, becoming the first U.S. Women's champion in 40 years https://t.co/UivrO1JMUB https://t.co/i8yuNM6oY1"
CNN,52,Sun Nov 05 19:10:52 +0000 2017,-0.5574,0.0,0.184,0.816,"JUST IN: Witness says as many as 20 shots fired at a church in Sutherland Springs, Texas https://t.co/ZC919cZoUC"
CNN,53,Sun Nov 05 18:37:23 +0000 2017,-0.8402,0.0,0.333,0.667,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9YPIXKioLn"
CNN,54,Sun Nov 05 17:34:08 +0000 2017,-0.0834,0.164,0.184,0.652,"NYC marathon runners stay the course, despite last week's terror attack https://t.co/ORk5ykaZuV https://t.co/X6oYrUqJuX"
CNN,55,Sun Nov 05 17:18:48 +0000 2017,0.25,0.1,0.0,0.9,A University of Miami art professor created Ku Klux Klan-style hoods out of American flags for a faculty art exhibi… https://t.co/jk5cNiIFSu
CNN,56,Sun Nov 05 17:12:51 +0000 2017,0.0,0.0,0.0,1.0,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/JIvOIYU7zW https://t.co/MaRqdXRkEd"
CNN,57,Sun Nov 05 17:07:23 +0000 2017,-0.507,0.0,0.23,0.77,The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8
CNN,58,Sun Nov 05 17:02:28 +0000 2017,0.0,0.0,0.0,1.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/yp212uRBxT"
CNN,59,Sun Nov 05 16:53:31 +0000 2017,0.6115,0.182,0.0,0.818,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/coKs8J7Ciq"
CNN,60,Sun Nov 05 16:50:57 +0000 2017,0.0,0.0,0.0,1.0,"""Women are coming forward...telling the hardest stories of a lifetime,"" says @RonanFarrow, who wrote Weinstein story https://t.co/V6VhiZMg0R"
CNN,61,Sun Nov 05 16:30:56 +0000 2017,0.0,0.0,0.0,1.0,".@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9"
CNN,62,Sun Nov 05 16:28:45 +0000 2017,0.0,0.0,0.0,1.0,".@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R"
CNN,63,Sun Nov 05 15:56:54 +0000 2017,0.34,0.146,0.0,0.854,Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7U9br2
CNN,64,Sun Nov 05 15:44:19 +0000 2017,0.6369,0.208,0.0,0.792,What are your thoughts on polygamy? @lisaling meets open-minded couples looking for modern love on @CNNOriginals'… https://t.co/ovsONmqTzY
CNN,65,Sun Nov 05 15:43:25 +0000 2017,-0.3182,0.095,0.164,0.741,Saudi Arabia's newly formed anti-corruption committee has arrested at least 17 princes and top officials… https://t.co/OiiGRRGEY4
CNN,66,Sun Nov 05 15:41:28 +0000 2017,-0.4588,0.044,0.123,0.833,"RT @CNNPolitics: Pelosi expresses disdain at the timetable for the GOP tax plan: ""They're trying to move this in a matter of days"" https://…"
CNN,67,Sun Nov 05 15:09:32 +0000 2017,-0.8714,0.0,0.456,0.544,".@FareedZakaria: NY attack ""an isolated incident by one troubled man that shouldn't lead to grand generalizations"" https://t.co/4IR6y7eVL9"
CNN,68,Sun Nov 05 14:50:00 +0000 2017,-0.8402,0.0,0.333,0.667,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/SehU6c2UZq"
CNN,69,Sun Nov 05 14:34:48 +0000 2017,0.0,0.0,0.0,1.0,"Feinstein on Sessions: ""When he comes before the committee again, he has to be precise and it has to be accurate"" https://t.co/kFiWDRA83w"
CNN,70,Sun Nov 05 14:34:01 +0000 2017,0.5256,0.261,0.133,0.606,"Rep. Pelosi on tackling alleged sexual harassment in Congress: I'm ""hopeful that we can do something very strong"" https://t.co/p01ORHA3sY"
CNN,71,Sun Nov 05 14:32:17 +0000 2017,0.0,0.0,0.0,1.0,"Sen. Feinstein on AG Sessions' testimony about Russia: ""I think he should come back and clarify it"" #CNNSOTU https://t.co/gPiao3H9P1"
CNN,72,Sun Nov 05 14:23:55 +0000 2017,0.0,0.0,0.0,1.0,"Rep. Nancy Pelosi: Impeaching President Trump ""is not someplace that I think we should go"" #CNNSOTU https://t.co/3z5LYxTN5S"
CNN,73,Sun Nov 05 14:20:01 +0000 2017,0.4404,0.132,0.0,0.868,"Pelosi on Brazile's allegations about Clinton and the DNC: ""I would hope that there's another side to the story"" https://t.co/QXp6xVCo9R"
CNN,74,Sun Nov 05 14:18:17 +0000 2017,0.4927,0.151,0.0,0.849,"House Minority Leader Nancy Pelosi on the GOP tax plan: ""This is really a gift to corporate America"" #CNNSOTU https://t.co/MNygm9qM0v"
CNN,75,Sun Nov 05 14:13:02 +0000 2017,0.0,0.0,0.0,1.0,House Minority Leader Nancy Pelosi: Revision of the tax code should be done in a bipartisan way #CNNSOTU https://t.co/vw8PFnGTme
CNN,76,Sun Nov 05 14:09:18 +0000 2017,0.4404,0.146,0.0,0.854,"House Minority Leader Pelosi: ""I hope the President goes into the meeting (with Putin) really informed"" https://t.co/JNBqP07Pd0 #CNNSOTU"
CNN,77,Sun Nov 05 14:06:33 +0000 2017,-0.4939,0.0,0.132,0.868,"Rep. Nancy Pelosi on North Korea: ""We're poking a stick in the eye of a mad dog with some of what we're saying"" https://t.co/hgvJ4yyxVL"
CNN,78,Sun Nov 05 14:01:04 +0000 2017,0.0,0.0,0.0,1.0,The company that owns Corona is getting into the pot business https://t.co/HHg98jBXK7 https://t.co/eHvBjnDBic
CNN,79,Sun Nov 05 13:57:17 +0000 2017,0.0,0.0,0.0,1.0,"Japanese Prime Minister Shinzo Abe gave President Trump a customized hat that read, ""Make alliance even greater.""… https://t.co/P73f5BrTjj"
CNN,80,Sun Nov 05 13:46:44 +0000 2017,0.0,0.0,0.0,1.0,"President Trump is in Japan, where he and Prime Minister Shinzo Abe are expected to talk about North Korea… https://t.co/LpmBAJUCuD"
CNN,81,Sun Nov 05 13:31:03 +0000 2017,0.6115,0.182,0.0,0.818,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/dJ16PRMPly"
CNN,82,Sun Nov 05 13:01:07 +0000 2017,0.0,0.0,0.0,1.0,"Long-term spaceflight ""squeezes"" the brain, study says https://t.co/c3D86kU0sa https://t.co/osRjvGip4G"
CNN,83,Sun Nov 05 12:31:04 +0000 2017,-0.6597,0.0,0.253,0.747,The FDA is cracking down on claims that cannabis can cure cancer https://t.co/q1DeAGuPed https://t.co/UGTB8PNn6E
CNN,84,Sun Nov 05 12:01:05 +0000 2017,-0.5423,0.0,0.189,0.811,"Back in 1991, Anita Hill forever changed the way we talk about sexual harassment https://t.co/til31lOEld https://t.co/yD4UsGNqA2"
CNN,85,Sun Nov 05 11:31:06 +0000 2017,0.0,0.0,0.0,1.0,"China will surpass the US as the world's largest air travel market in the next 5 years, according to IATA forecast… https://t.co/2Z3lWPEYcU"
CNN,86,Sun Nov 05 11:01:05 +0000 2017,0.0,0.0,0.0,1.0,Court filings show Paul Manafort has three US passports. How many can you really own? Here's a closer look.… https://t.co/J8ZLwPWG4b
CNN,87,Sun Nov 05 10:31:01 +0000 2017,0.0258,0.064,0.0,0.936,"Taxes on cannabis could reach as high as 45% in parts of California, according to a report https://t.co/I7YHhQVyQB"
CNN,88,Sun Nov 05 10:01:04 +0000 2017,0.0,0.0,0.0,1.0,5 changes to Obamacare open enrollment for 2018 https://t.co/4YYAEeV7AY https://t.co/5EZ40NagUq
CNN,89,Sun Nov 05 09:31:05 +0000 2017,-0.743,0.082,0.272,0.645,"Syria was responsible for the sarin gas attack that killed more than 80 people earlier this year, a UN report finds… https://t.co/iNixmHKv3w"
CNN,90,Sun Nov 05 09:01:04 +0000 2017,0.0,0.0,0.0,1.0,"Tropical storms and swelling sea levels could flood NYC every five years between 2030 and 2045, a new study says… https://t.co/VgifeWmK27"
CNN,91,Sun Nov 05 08:31:09 +0000 2017,-0.2263,0.0,0.192,0.808,The forgotten mothers and babies of Zika https://t.co/eMAtQMP2ch https://t.co/VvL589j04L
CNN,92,Sun Nov 05 08:01:04 +0000 2017,-0.8885,0.0,0.356,0.644,"Death rates for heart disease, cancer and HIV are down in the US, but overdose death rate has risen, CDC says… https://t.co/theP2foXK8"
CNN,93,Sun Nov 05 07:31:06 +0000 2017,0.2732,0.174,0.0,0.826,Three surprising ways the Protestant Reformation shaped our world https://t.co/E1PkTWViEZ https://t.co/UqKvO48djs
CNN,94,Sun Nov 05 07:01:05 +0000 2017,0.0,0.0,0.0,1.0,Who's who in the Trump-Russia saga https://t.co/dgSZLFL6VV https://t.co/28OKDbT1Zz
CNN,95,Sun Nov 05 06:31:09 +0000 2017,-0.507,0.0,0.23,0.77,The most spectacular abandoned castles around the world https://t.co/OxU6bpIrYP via @cnntravel https://t.co/jcPzlKPu9e
CNN,96,Sun Nov 05 06:01:05 +0000 2017,0.2732,0.158,0.103,0.739,This Houston officer helped save hundreds of lives during Hurricane Harvey — while battling stage 4 colon cancer… https://t.co/jyuqfEouat
CNN,97,Sun Nov 05 04:31:03 +0000 2017,-0.8442,0.0,0.323,0.677,A new report concludes that an environmentalist's murder was part of a criminal plot that was months in the making https://t.co/1Tzc6wuXwz
CNN,98,Sun Nov 05 04:01:07 +0000 2017,-0.128,0.121,0.14,0.739,"Two Georgia teens, friends from childhood, died from lethal doses of fentanyl on the same day and half a mile apart… https://t.co/zbMZTOOZwP"
CNN,99,Sun Nov 05 03:31:06 +0000 2017,0.0,0.0,0.0,1.0,A soldier deployed before he could finish painting his house. So these students jumped in to finish the job.… https://t.co/ezsh2PSzYz
CNN,100,Sun Nov 05 03:01:09 +0000 2017,0.0,0.0,0.0,1.0,A new study links pesticide residues in fruits and vegetables with women's fertility issues https://t.co/watgjAiuLD https://t.co/2KTTgXZYjT
FoxNews,1,Sun Nov 05 23:32:18 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/WTcqwbESd2
FoxNews,2,Sun Nov 05 23:31:31 +0000 2017,-0.296,0.0,0.136,0.864,".@BretBaier: Authorities: Gunman is Devin Patrick Kelley, 26, white male, no motive yet. #SutherlandSprings… https://t.co/dDeYCF1MBc"
FoxNews,3,Sun Nov 05 23:28:22 +0000 2017,0.0,0.0,0.0,1.0,"Gunman ID'd as Devin Patrick Kelley, 26, male from community just outside San Antonio. #SutherlandSprings… https://t.co/FcH6G33Mj5"
FoxNews,4,Sun Nov 05 23:27:22 +0000 2017,-0.6597,0.0,0.206,0.794,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/xtrrG7Y1rI
FoxNews,5,Sun Nov 05 23:26:36 +0000 2017,0.0,0.0,0.0,1.0,.@SenateMajLdr responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/oUbFAYKIoq
FoxNews,6,Sun Nov 05 23:26:07 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/fP3WrbXgS0
FoxNews,7,Sun Nov 05 23:22:45 +0000 2017,0.0,0.0,0.0,1.0,BREAKING NEWS: Gunman in Texas church massacre identified to The Associated Press as Devin Kelley. https://t.co/YAre0fZfhd
FoxNews,8,Sun Nov 05 23:19:49 +0000 2017,-0.3182,0.0,0.204,0.796,"Texas church shooting: What we know about the victims

https://t.co/fXVxyLiECr"
FoxNews,9,Sun Nov 05 23:18:16 +0000 2017,0.0,0.0,0.0,1.0,"Texas Attorney General: Church Shooting Is 'Going to Happen Again'
https://t.co/KDJppJKscg"
FoxNews,10,Sun Nov 05 23:16:27 +0000 2017,0.0,0.0,0.0,1.0,.@IvankaTrump responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/Hh4zUV0cK1
FoxNews,11,Sun Nov 05 23:15:02 +0000 2017,-0.4019,0.0,0.252,0.748,Chelsea Handler Blames Republicans for Texas Massacre https://t.co/igmwGSzbnX https://t.co/zy3qLs3Qgp
FoxNews,12,Sun Nov 05 23:11:19 +0000 2017,0.0,0.0,0.0,1.0,.@SenFeinstein responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/HGrHU63VPU
FoxNews,13,Sun Nov 05 23:10:01 +0000 2017,-0.6705,0.0,0.31,0.69,Up to 27 killed in mass shooting at Texas church   https://t.co/EmySBP97Nu
FoxNews,14,Sun Nov 05 23:07:00 +0000 2017,0.0,0.0,0.0,1.0,.@tedcruz responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/DCifp0sxXP
FoxNews,15,Sun Nov 05 23:06:23 +0000 2017,0.0,0.0,0.0,1.0,.@FLOTUS responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/zcc4CR534G
FoxNews,16,Sun Nov 05 23:06:04 +0000 2017,0.0,0.0,0.0,1.0,.@JohnCornyn responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/x6CQpBxHL2
FoxNews,17,Sun Nov 05 23:01:24 +0000 2017,-0.4019,0.0,0.278,0.722,"Chelsea Handler Blames Republicans for Texas Massacre
https://t.co/igmwGSQMMx"
FoxNews,18,Sun Nov 05 22:58:42 +0000 2017,-0.3612,0.178,0.27,0.552,"Texas Shooting Witness: We Have to Overcome Evil With Good

https://t.co/aqM4cheMPk"
FoxNews,19,Sun Nov 05 22:54:04 +0000 2017,-0.6597,0.0,0.206,0.794,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/RkjnhftROL
FoxNews,20,Sun Nov 05 22:53:37 +0000 2017,0.0,0.0,0.0,1.0,.@JustinTrudeau responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/Qt9ig7PRrN
FoxNews,21,Sun Nov 05 23:32:18 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/WTcqwbESd2
FoxNews,22,Sun Nov 05 23:31:31 +0000 2017,-0.296,0.0,0.136,0.864,".@BretBaier: Authorities: Gunman is Devin Patrick Kelley, 26, white male, no motive yet. #SutherlandSprings… https://t.co/dDeYCF1MBc"
FoxNews,23,Sun Nov 05 23:28:22 +0000 2017,0.0,0.0,0.0,1.0,"Gunman ID'd as Devin Patrick Kelley, 26, male from community just outside San Antonio. #SutherlandSprings… https://t.co/FcH6G33Mj5"
FoxNews,24,Sun Nov 05 23:27:22 +0000 2017,-0.6597,0.0,0.206,0.794,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/xtrrG7Y1rI
FoxNews,25,Sun Nov 05 23:26:36 +0000 2017,0.0,0.0,0.0,1.0,.@SenateMajLdr responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/oUbFAYKIoq
FoxNews,26,Sun Nov 05 23:26:07 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/fP3WrbXgS0
FoxNews,27,Sun Nov 05 23:22:45 +0000 2017,0.0,0.0,0.0,1.0,BREAKING NEWS: Gunman in Texas church massacre identified to The Associated Press as Devin Kelley. https://t.co/YAre0fZfhd
FoxNews,28,Sun Nov 05 23:19:49 +0000 2017,-0.3182,0.0,0.204,0.796,"Texas church shooting: What we know about the victims

https://t.co/fXVxyLiECr"
FoxNews,29,Sun Nov 05 23:18:16 +0000 2017,0.0,0.0,0.0,1.0,"Texas Attorney General: Church Shooting Is 'Going to Happen Again'
https://t.co/KDJppJKscg"
FoxNews,30,Sun Nov 05 23:16:27 +0000 2017,0.0,0.0,0.0,1.0,.@IvankaTrump responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/Hh4zUV0cK1
FoxNews,31,Sun Nov 05 23:15:02 +0000 2017,-0.4019,0.0,0.252,0.748,Chelsea Handler Blames Republicans for Texas Massacre https://t.co/igmwGSzbnX https://t.co/zy3qLs3Qgp
FoxNews,32,Sun Nov 05 23:11:19 +0000 2017,0.0,0.0,0.0,1.0,.@SenFeinstein responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/HGrHU63VPU
FoxNews,33,Sun Nov 05 23:10:01 +0000 2017,-0.6705,0.0,0.31,0.69,Up to 27 killed in mass shooting at Texas church   https://t.co/EmySBP97Nu
FoxNews,34,Sun Nov 05 23:07:00 +0000 2017,0.0,0.0,0.0,1.0,.@tedcruz responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/DCifp0sxXP
FoxNews,35,Sun Nov 05 23:06:23 +0000 2017,0.0,0.0,0.0,1.0,.@FLOTUS responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/zcc4CR534G
FoxNews,36,Sun Nov 05 23:06:04 +0000 2017,0.0,0.0,0.0,1.0,.@JohnCornyn responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/x6CQpBxHL2
FoxNews,37,Sun Nov 05 23:01:24 +0000 2017,-0.4019,0.0,0.278,0.722,"Chelsea Handler Blames Republicans for Texas Massacre
https://t.co/igmwGSQMMx"
FoxNews,38,Sun Nov 05 22:58:42 +0000 2017,-0.3612,0.178,0.27,0.552,"Texas Shooting Witness: We Have to Overcome Evil With Good

https://t.co/aqM4cheMPk"
FoxNews,39,Sun Nov 05 22:54:04 +0000 2017,-0.6597,0.0,0.206,0.794,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/RkjnhftROL
FoxNews,40,Sun Nov 05 22:53:37 +0000 2017,0.0,0.0,0.0,1.0,.@JustinTrudeau responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/Qt9ig7PRrN
FoxNews,41,Sun Nov 05 22:50:20 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/K5OqYhucrF
FoxNews,42,Sun Nov 05 22:48:43 +0000 2017,0.0,0.0,0.0,1.0,.@BernieSanders responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/zNxHqLy9Ze
FoxNews,43,Sun Nov 05 22:47:13 +0000 2017,0.8086,0.329,0.0,0.671,".@DanPatrick: ""As Christians, we stand firm on a day like today in our faith. We will not be shaken in our faith fo… https://t.co/cNzb6tBMrN"
FoxNews,44,Sun Nov 05 22:44:59 +0000 2017,-0.6705,0.0,0.31,0.69,Up to 27 killed in mass shooting at Texas church https://t.co/EmySBP97Nu
FoxNews,45,Sun Nov 05 22:36:58 +0000 2017,-0.2263,0.091,0.13,0.779,".@DanPatrick: ""We do not stand down when we are attacked. We stand up for the God that we love.""… https://t.co/pViBpHfHEO"
FoxNews,46,Sun Nov 05 22:36:27 +0000 2017,0.4215,0.141,0.0,0.859,".@DanPatrick: ""We get through these times as believers... Faith is what gets all of us through this.""… https://t.co/25S3ytG9Uy"
FoxNews,47,Sun Nov 05 22:34:33 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/alxXxqYNHF
FoxNews,48,Sun Nov 05 22:32:49 +0000 2017,-0.6705,0.0,0.333,0.667,"Pastor's 14-Year-Old Daughter Killed in #SutherlandSprings Texas Church Shooting
https://t.co/bwLRFPOrO2"
FoxNews,49,Sun Nov 05 22:29:53 +0000 2017,0.0,0.0,0.0,1.0,.@SenFranken responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/O49xnzNmLp
FoxNews,50,Sun Nov 05 22:24:16 +0000 2017,0.0,0.0,0.0,1.0,Texas church massacre among the deadliest US mass shootings https://t.co/igESUcx5Hp
FoxNews,51,Sun Nov 05 22:24:04 +0000 2017,0.0,0.0,0.0,1.0,"Sutherland Springs Witness: ""We just did what we do - we prayed."" https://t.co/oxEOUofTV3 https://t.co/c6lJaE4udI"
FoxNews,52,Sun Nov 05 22:22:04 +0000 2017,0.4168,0.152,0.0,0.848,".@_SBTC Exec Dir Richards: ""This will not stop the Gospel of Christ. This will not stop the godly people who seek t… https://t.co/EeM4jchLLL"
FoxNews,53,Sun Nov 05 22:19:33 +0000 2017,-0.6705,0.0,0.333,0.667,.@RepCuellar: Pregnant woman among those killed in #SutherlandSpringsShooting. https://t.co/YAre0fZfhd https://t.co/cDegbAtkOu
FoxNews,54,Sun Nov 05 22:18:07 +0000 2017,0.0,0.0,0.0,1.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/QUwuTofD4d
FoxNews,55,Sun Nov 05 22:15:01 +0000 2017,0.0,0.0,0.0,1.0,.@RepTimRyan responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/QNPIDZcZLF
FoxNews,56,Sun Nov 05 22:09:01 +0000 2017,0.0,0.0,0.0,1.0,.@SpeakerRyan responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/YfR4GlsGpy
FoxNews,57,Sun Nov 05 22:05:13 +0000 2017,-0.6705,0.0,0.231,0.769,".@KenPaxtonTX: ""There may be up to 25, 27 people killed, and many more injured."" #SutherlandSprings… https://t.co/JL8zMZe8Ea"
FoxNews,58,Sun Nov 05 22:05:06 +0000 2017,0.0,0.0,0.0,1.0,.@IvankaTrump responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/82wVYmZPW3
FoxNews,59,Sun Nov 05 22:03:42 +0000 2017,-0.8176,0.0,0.429,0.571,"At least 20 feared dead in mass shooting at #SutherlandSpringsTexas church
https://t.co/EmySBP97Nu"
FoxNews,60,Sun Nov 05 22:00:06 +0000 2017,0.0,0.0,0.0,1.0,.@JohnCornyn responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/IaHwUbgznc
FoxNews,61,Sun Nov 05 21:56:00 +0000 2017,-0.6705,0.0,0.36,0.64,"Pastor's 14-Year-Old Daughter Killed in Texas Church Shooting
https://t.co/bwLRFPOrO2"
FoxNews,62,Sun Nov 05 21:48:29 +0000 2017,0.0,0.0,0.0,1.0,".@KenPaxtonTX: ""Everyone in the community is going to know someone... Who expects this on a Sunday morning in a chu… https://t.co/JcACGGIBwL"
FoxNews,63,Sun Nov 05 21:46:50 +0000 2017,0.0,0.0,0.0,1.0,".@KenPaxtonTX: May take days or weeks to figure out gunman's motive, if ever. #SutherlandSpringsTexas https://t.co/QfHPjGO7Of"
FoxNews,64,Sun Nov 05 21:46:04 +0000 2017,0.0,0.0,0.0,1.0,.@nancypelosi responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/k3vOSC7Ncl
FoxNews,65,Sun Nov 05 21:46:03 +0000 2017,-0.6705,0.0,0.231,0.769,".@KenPaxtonTX: ""There may be up to 25, 27 people killed, and many more injured."" #SutherlandSpringsTexas https://t.co/X9FawGfAt4"
FoxNews,66,Sun Nov 05 21:44:33 +0000 2017,0.0,0.0,0.0,1.0,"Moments ago, @GregAbbott_TX tweeted that he was heading to #SutherlandSprings. https://t.co/YAre0fZfhd https://t.co/Fg7wQXGzQO"
FoxNews,67,Sun Nov 05 21:32:03 +0000 2017,0.0,0.0,0.0,1.0,.@FLOTUS responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/jCFRLxCQOO
FoxNews,68,Sun Nov 05 21:30:11 +0000 2017,-0.6705,0.0,0.209,0.791,".@ArthelNeville: Daughter of Pastor Frank Pomeroy of First Baptist Church in Sutherland Springs, Texas, killed in h… https://t.co/yHOn2dUXqw"
FoxNews,69,Sun Nov 05 21:29:21 +0000 2017,0.0,0.0,0.0,1.0,"Sutherland Springs, Texas, church shooting the deadliest church shooting in almost 20 years. https://t.co/YAre0fHDSD https://t.co/U8FKkOe3e6"
FoxNews,70,Sun Nov 05 21:23:38 +0000 2017,0.0,0.0,0.0,1.0,.@tedcruz responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/AEsAaiBIau
FoxNews,71,Sun Nov 05 21:18:15 +0000 2017,0.4168,0.152,0.0,0.848,".@_SBTC Exec Dir Richards: ""This will not stop the Gospel of Christ. This will not stop the godly people who seek t… https://t.co/qZ3vbCISNb"
